         NOMBRE DE TORNEO,FECHA,       BUY IN,TOTAL PAGADO,ITM,    POSICIÓN,TOTAL PLAYERS,      PREMIO,TIPO,JUGADORES POR MESA,Mesa Final,CIEGAS INICIALES,TIEMPO POR NIVEL DE CIEGA (MINS),REGISTRO TARDIO (MINS),CIEGAS AL CIERRE DE BURBUJA
TRIDENTE,17/03/2025,"10,00 €","10,00 €",NO,155,322,"11,26 €",SPIN & GO - PKO,3,-152,25,2,20,0
MONSTER STACK,17/03/2025,"10,00 €","10,00 €",SI,71,986,"18,16 €",NORMAL,6,-65,28,8,15,54
MYSTERY KO,17/03/2025,"5,00 €","5,00 €",NO,733,1873,"0,00 €",MYSTERY,6,-727,25,7,21,0
BOUNTY BUILDER 4000 GTD,17/03/2025,"10,00 €","20,00 €",NO,653,1239,"5,63 €",PKO,6,-647,100,8,105,0
BIG MYSTERY,17/03/2025,"5,00 €","5,00 €",NO,1348,3499,"0,00 €",MYSTERY,7,-1341,75,9,90,0
MYSTERY KO,17/03/2025,"10,00 €","10,00 €",NO,322,2048,"0,00 €",MYSTERY,6,-316,100,6,90,0
MYSTERY FEVER ,17/03/2025,"5,00 €","5,00 €",NO,344,898,"0,00 €",MYSTERY,8,-336,50,8,66,0
BIG MYSTERY,17/03/2025,"10,00 €","10,00 €",SI,258,2926,"42,52 €",MYSTERY,7,-251,41,9,74,39
MYSTERY KO,18/03/2025,"10,00 €","10,00 €",NO,111,332,"0,00 €",MYSTERY,6,-105,57,4,26,0
MYSTERY,18/03/2025,"8,80 €","8,80 €",SI,38,240,"10,35 €",MYSTERY,8,-30,25,10,50,41
MYSTERY FEVER 5000 GTD,18/03/2025,"5,00 €","5,00 €",NO,566,988,"0,00 €",MYSTERY,8,-558,83,8,102,0
KO PROGRESIVO 5000 GTD,18/03/2025,"10,00 €","20,00 €",NO,433,877,"0,00 €",PKO,6,-427,200,10,150,0
MONSTER STACK,18/03/2025,"10,00 €","10,00 €",NO,56,368,"0,00 €",NORMAL,6,-50,50,8,54,0
MYSTERY KO,18/03/2025,"10,00 €","10,00 €",NO,644,2338,"0,00 €",MYSTERY,6,-638,100,8,100,0
ENIGMA,18/03/2025,"20,00 €","20,00 €",NO,455,987,"0,00 €",MYSTERY,6,-449,41,8,80,0
SUPER STACK 3000 E GTD,18/03/2025,"5,00 €","5,00 €",NO,441,776,"0,00 €",NORMAL,6,-435,41,10,75,0
HIGHROLLER CHAMPION,18/03/2025,"44,00 €","3,30 €",NO,32,138,"0,00 €",NORMAL,8,-24,250,10,180,0
MINI THUNDER 15K E GTD,18/03/2025,"10,00 €","20,00 €",NO,1455,2343,"0,00 €",MYSTERY,8,-1447,166,8,150,0
MONSTER STACK,18/03/2025,"10,00 €","10,00 €",NO,311,1102,"0,00 €",NORMAL,6,-305,100,8,95,0
BOUNTY BUILDER,18/03/2025,"5,00 €","5,00 €",NO,744,1388,"0,00 €",PKO,6,-738,100,8,97,0
BIG MYSTERY,18/03/2025,"5,00 €","5,00 €",NO,1121,3456,"0,00 €",MYSTERY,7,-1114,100,9,130,0
BOUNTY BUILDER 4000 GTD,18/03/2025,"10,00 €","10,00 €",NO,321,544,"0,00 €",PKO,6,-315,125,8,135,0
LES LOLOUS ,18/03/2025,"5,00 €","5,00 €",NO,188,1356,"0,00 €",MYSTERY,6,-182,100,5,61,0
MYSTERY KO,18/03/2025,"10,00 €","10,00 €",NO,981,2543,"0,00 €",MYSTERY,6,-975,100,6,98,0
MYSTERY KO,19/03/2025,"10,00 €","10,00 €",NO,53,299,"0,00 €",MYSTERY,6,-47,40,4,18,0
MYSTERY,19/03/2025,"8,80 €","8,80 €",NO,97,164,"0,00 €",MYSTERY,8,-89,20,10,45,0
KO PROGRESIVO 5000 GTD,19/03/2025,"10,00 €","10,00 €",NO,433,765,"0,00 €",PKO,6,-427,200,10,145,0
MYSTERY FEVER 5000 GTD,19/03/2025,"5,00 €","5,00 €",NO,544,987,"0,00 €",MYSTERY,8,-536,71,8,94,0
MONSTER STACK,19/03/2025,"10,00 €","10,00 €",NO,181,765,"0,00 €",NORMAL,6,-175,25,8,22,0
MONSTER STACK,19/03/2025,"5,00 €","5,00 €",NO,178,433,"0,00 €",NORMAL,6,-172,35,7,35,0
MYSTERY KO,19/03/2025,"5,00 €","5,00 €",NO,788,1765,"0,00 €",MYSTERY,6,-782,52,7,26,0
MYSTERY FEVER 5000 GTD,19/03/2025,"5,00 €","5,00 €",SI,225,1528,"7,96 €",MYSTERY,8,-217,25,8,48,14
MYSTERY FEVER 2000 GTD,20/03/2025,"5,00 €","5,00 €",SI,67,456,"7,92 €",MYSTERY,8,-59,25,8,33,12
MYSTERY KO,20/03/2025,"10,00 €","10,00 €",SI,32,282,"15,05 €",MYSTERY,6,-26,100,8,91,6
KO PROGRESIVO,20/03/2025,"3,00 €","3,00 €",NO,54,144,"0,00 €",PKO,9,-45,166,8,86,0
DEMENTE,20/03/2025,"5,00 €","5,00 €",NO,65,143,"0,00 €",SPIN & GO - PKO,3,-62,25,5,37,0
MYSTERY FEVER 2000 GTD,20/03/2025,"10,00 €","10,00 €",NO,187,322,"0,00 €",MYSTERY,8,-179,35,8,56,0
BIG MYSTERY,20/03/2025,"10,00 €","10,00 €",NO,876,2331,"0,00 €",MYSTERY,7,-869,50,9,69,0
BOUNTY NIGHT,20/03/2025,"10,00 €","10,00 €",NO,432,987,"0,00 €",PKO,8,-424,48,7,68,0
LES LOULOUS ,20/03/2025,"5,00 €","10,00 €",SI,86,1237,"16,79 €",MYSTERY,6,-80,100,5,51,15
BLAZE,20/03/2025,"20,00 €","20,00 €",NO,73,161,"9,00 €",PKO,6,-67,200,5,90,0
MYSTERY FEVER 7500 E GTD,20/03/2025,"10,00 €","10,00 €",SI,151,979,"15,79 €",MYSTERY,8,-143,71,5,55,13
MYSTERY FEVER 5000 GTD,21/03/2025,"5,00 €","10,00 €",SI,72,1326,"34,97 €",MYSTERY,8,-64,25,8,33,12
SAMURAI,21/03/2025,"5,00 €","5,00 €",SI,1,1362,"827,58 €",PKO,6,5,50,5,41,60
SCOOP SAT,21/03/2025,"10,00 €","10,00 €",NO,12,41,"0,00 €",SAT,8,-4,100,5,30,0
TRIDENTE,21/03/2025,"2,00 €","2,00 €",SI,27,1274,"8,39 €",SPIN & GO - PKO,3,-24,25,2,9,21
SCOOP SAT,23/03/2025,"5,00 €","5,00 €",NO,10,71,"0,00 €",SAT,6,-4,50,5,23,0
MONSTER STACK,23/03/2025,"10,00 €","10,00 €",NO,543,1432,"0,00 €",NORMAL,6,-537,50,8,50,0
SCOOP SAT,23/03/2025,"5,00 €","5,00 €",NO,32,87,"0,00 €",SAT,6,-26,50,5,19,0
SCOOP KICK OFF,23/03/2025,"20,00 €","20,00 €",NO,1655,4339,"0,00 €",PKO,8,-1647,400,10,182,0
MYSTERY KO,23/03/2025,"10,00 €","20,00 €",NO,387,1891,"0,00 €",MYSTERY,6,-381,100,8,91,0
SCOOP SAT,23/03/2025,"10,00 €","10,00 €",NO,21,56,"0,00 €",SAT,8,-13,100,5,30,0
MYSTERY FEVER 10K,23/03/2025,"5,00 €","10,00 €",SI,154,2869,"22,31 €",MYSTERY,8,-146,67,8,80,25
MONSTER STACK,23/03/2025,"10,00 €","10,00 €",NO,622,1384,"0,00 €",NORMAL,6,-616,100,8,96,0
SCOOP SAT,23/03/2025,"5,00 €","5,00 €",NO,13,114,"0,00 €",SAT,6,-7,50,5,12,0
MYSTERY KO,23/03/2025,"20,00 €","20,00 €",SI,27,720,"192,54 €",MYSTERY,6,-21,50,8,51,20
SCOOP CLASSIC,23/03/2025,"20,00 €","20,00 €",NO,2800,5987,"0,00 €",MYSTERY,9,-2791,200,6,143,0
TIEMPO DE JUEGO,23/03/2025,"5,00 €","5,00 €",NO,1462,2786,"0,00 €",PKO,6,-1456,100,5,55,0
TRIDENTE,24/03/2025,"10,00 €","10,00 €",NO,165,321,"0,00 €",SPIN & GO - PKO,3,-162,15,2,9,0
SAMURAI,24/03/2025,"5,00 €","5,00 €",NO,394,1523,"5,07 €",PKO,6,-388,78,5,48,0
MYSTERY FEVER 5000 GTD,24/03/2025,"5,00 €","5,00 €",SI,116,1158,"15,89 €",MYSTERY,8,-108,30,8,44,15
MONSTER STACK,24/03/2025,"10,00 €","10,00 €",SI,7,69,"24,21 €",NORMAL,8,1,62,8,60,6
MIDNIGHT EXPRESS,25/03/2025,"20,00 €","20,00 €",SI,20,135,"32,72 €",NORMAL,8,-12,25,3,5,2
ENIGMA,25/03/2025,"20,00 €","20,00 €",NO,654,1342,"0,00 €",MYSTERY,6,-648,61,10,101,0
SCOOP SAT,25/03/2025,"1,00 €","1,00 €",NO,21,85,"0,00 €",SAT,6,-15,100,5,21,0
SCOOP SAT,25/03/2025,"2,50 €","2,50 €",NO,13,42,"0,00 €",SAT,6,-7,100,5,21,0
SCOOP SAT,25/03/2025,"5,00 €","5,00 €",NO,11,14,"0,00 €",SAT,6,-5,100,5,21,0
MYSTERY KO,25/03/2025,"10,00 €","10,00 €",NO,332,765,"0,00 €",MYSTERY,6,-326,58,8,58,0
MINI BLOSSOM,25/03/2025,"10,00 €","20,00 €",NO,1432,2342,"0,00 €",MYSTERY,8,-1424,125,8,135,0
SUPER STACK,25/03/2025,"5,00 €","5,00 €",NO,182,682,"0,00 €",NORMAL,6,-176,35,10,48,0
MYSTERY KO,25/03/2025,"20,00 €","20,00 €",NO,258,433,"0,00 €",MYSTERY,6,-252,80,8,79,0
SCOOP SAT,25/03/2025,"6,00 €","6,00 €",NO,43,87,"0,00 €",SAT,8,-35,20,5,11,0
NITRO,25/03/2025,"20,00 €","20,00 €",NO,186,461,"0,00 €",PKO,6,-180,100,5,71,0
MONSTER STACK,25/03/2025,"10,00 €","10,00 €",NO,182,888,"0,00 €",NORMAL,6,-176,39,8,45,0
SCOOP BOUNTY ,25/03/2025,"10,00 €","10,00 €",NO,1654,4321,"0,00 €",PKO,8,-1646,100,8,135,0
KO PROGRESIVO 750E,26/03/2025,"5,00 €","5,00 €",SI,26,168,"5,35 €",PKO,9,-17,25,5,15,5
MYSTERY FEVER 5000 GTD,26/03/2025,"5,00 €","5,00 €",SI,98,1335,"54,43 €",MYSTERY,6,-92,16,8,15,19
MYSTERY KO,26/03/2025,"20,00 €","20,00 €",NO,611,986,"0,00 €",MYSTERY,6,-605,57,8,57,0
GUERRILLA,26/03/2025,"5,00 €","5,00 €",NO,655,1332,"0,00 €",PKO,6,-649,62,5,31,0
SUPER STACK 3000 E GTD,26/03/2025,"5,00 €","5,00 €",NO,345,873,"0,00 €",NORMAL,6,-339,25,10,15,0
MYSTERY FEVER 6000 GTD,26/03/2025,"5,00 €","5,00 €",NO,910,1344,"0,00 €",MYSTERY,8,-902,25,8,43,0
MONSTER STACK,26/03/2025,"10,00 €","10,00 €",NO,311,788,"0,00 €",NORMAL,6,-305,61,8,60,0
SCOOP APRIL SHOWERS,26/03/2025,"20,00 €","40,00 €",NO,230,979,"0,00 €",NORMAL,8,-222,125,8,115,0
BIG MYSTERY,26/03/2025,"5,00 €","5,00 €",NO,1422,3211,"0,00 €",MYSTERY,7,-1415,100,9,124,0
SCOOP MINI BLOSSOM,26/03/2025,"10,00 €","20,00 €",NO,1433,2349,"0,00 €",MYSTERY,6,-1427,200,8,155,0
MYSTERY FEVER 6000 GTD,26/03/2025,"5,00 €","5,00 €",NO,781,1651,"0,00 €",MYSTERY,8,-773,100,8,115,0
SCOOP GIGA STACK,26/03/2025,"10,00 €","10,00 €",NO,1111,1654,"0,00 €",PKO,6,-1105,200,6,98,0
LES LOLOUS ,26/03/2025,"5,00 €","5,00 €",NO,766,1882,"0,00 €",MYSTERY,6,-760,66,5,35,0
SCOOP MYSTERY COOLDOWN,26/03/2025,"20,00 €","20,00 €",NO,231,653,"0,00 €",MYSTERY,8,-223,31,5,34,0
MYSTERY KO,26/03/2025,"10,00 €","10,00 €",SI,36,719,"32,97 €",MYSTERY,6,-30,50,3,20,22
MYSTERY KO,27/03/2025,"10,00 €","10,00 €",NO,97,314,"0,00 €",MYSTERY,6,-91,50,8,33,0
MYSTERY KO,27/03/2025,"20,00 €","20,00 €",NO,83,154,"0,00 €",MYSTERY,6,-77,100,7,90,0
FAST FOOD,27/03/2025,"5,00 €","5,00 €",NO,651,851,"0,00 €",PKO,8,-643,100,2,15,0
MYSTERY FEVER 2000 E GTD,27/03/2025,"10,00 €","10,00 €",NO,329,727,"0,00 €",MYSTERY,6,-323,125,8,90,0
MYSTERY FEVER 3000 GTD,27/03/2025,"5,00 €","5,00 €",NO,219,662,"0,00 €",MYSTERY,8,-211,125,8,120,0
MYSTERY KO,27/03/2025,"10,00 €","10,00 €",SI,3,299,"241,09 €",MYSTERY,6,3,100,7,61,13
MYSTERY KO,1/04/2025,"20,00 €","20,00 €",NO,165,406,"0,00 €",MYSTERY,6,-159,57,8,61,0
MONSTER STACK,1/04/2025,"10,00 €","10,00 €",SI,68,710,"15,86 €",NORMAL,6,-62,100,8,91,14
SCOOP BLOSSOM,1/04/2025,"10,00 €","10,00 €",NO,811,3401,"5,00 €",PKO,8,-803,200,8,150,0
MYSTERY FEVER 6000 GTD,1/04/2025,"5,00 €","5,00 €",NO,871,1732,"0,00 €",MYSTERY,8,-863,36,8,50,0
SUPER STACK 3000 E GTD,1/04/2025,"5,00 €","5,00 €",SI,17,701,"32,23 €",NORMAL,6,-11,16,10,4,38
SCOOP STORM,1/04/2025,"20,00 €","20,00 €",NO,1321,3211,"0,00 €",MYSTERY,8,-1313,166,8,140,0
SCOOP APRIL SHOWERS,1/04/2025,"10,00 €","20,00 €",NO,654,2321,"0,00 €",NORMAL,8,-646,71,8,97,0
LES LOLOUS ,1/04/2025,"5,00 €","5,00 €",NO,482,1267,"0,00 €",MYSTERY,6,-476,80,5,55,0
MYSTERY FEVER 5000 GTD,3/04/2025,"5,00 €","5,00 €",NO,1771,3218,"0,00 €",MYSTERY,8,-1763,15,8,15,0
LES LOLOUS ,3/04/2025,"5,00 €","10,00 €",SI,123,1318,"7,90 €",MYSTERY,6,-117,50,5,31,12
SCOOP GIGA STACK,3/04/2025,"20,00 €","20,00 €",NO,811,1599,"0,00 €",PKO,6,-805,125,6,90,0
SCOOP SAT,3/04/2025,"1,50 €","1,50 €",NO,15,31,"0,00 €",SAT,6,-9,30,5,21,0
BOUNTY BUILDER,3/04/2025,"5,00 €","5,00 €",NO,173,611,"2,82 €",PKO,6,-167,100,5,75,0
MYSTERY KO,3/04/2025,"20,00 €","20,00 €",NO,188,321,"0,00 €",MYSTERY,6,-182,100,4,61,0
SCOOP SAT,3/04/2025,"6,00 €","6,00 €",NO,32,100,"0,00 €",SAT,8,-24,31,5,19,0
MYSTERY KO,3/04/2025,"10,00 €","10,00 €",NO,123,759,"0,00 €",MYSTERY,6,-117,100,3,40,0
MIDNIGHT EXPRESS,4/04/2025,"20,00 €","20,00 €",NO,53,132,"0,00 €",NORMAL,8,-45,200,3,24,0
BOUNTY BUILDER,4/04/2025,"10,00 €","10,00 €",NO,153,288,"0,00 €",PKO,6,-147,33,4,24,0
"SCOOP MYSTERY 
",4/04/2025,"20,00 €","20,00 €",NO,1331,2559,"0,00 €",MYSTERY,8,-1323,16,8,47,0
COSMIC,4/04/2025,"10,00 €","10,00 €",NO,651,3577,"1,00 €",PKO,6,-645,100,5,61,0
MYSTERY KO,4/04/2025,"20,00 €","20,00 €",NO,666,871,"0,00 €",MYSTERY,6,-660,60,4,38,0
BOUNTY BUILDER,4/04/2025,"5,00 €","5,00 €",NO,533,871,"0,00 €",PKO,6,-527,100,5,61,0
SCOOP MYSTERY COOLDOWN,4/04/2025,"20,00 €","20,00 €",NO,973,1432,"0,00 €",MYSTERY,8,-965,200,5,75,0
MYSTERY KO,4/04/2025,"5,00 €","5,00 €",SI,112,1173,"10,40 €",MYSTERY,6,-106,100,3,31,10
MIDNIGHT EXPRESS,5/04/2025,"20,00 €","9,50 €",NO,42,111,"0,00 €",NORMAL,8,-34,200,3,21,0
ENIGMA,8/04/2025,"20,00 €","20,00 €",SI,46,623,"47,01 €",MYSTERY,6,-40,81,8,126,18
WINA SERIES KO,8/04/2025,"10,00 €","20,00 €",SI,262,4585,"29,76 €",PKO,6,-256,100,10,128,39
WINA SERIES MYSTERY,8/04/2025,"20,00 €","20,00 €",NO,988,1653,"0,00 €",MYSTERY,6,-982,100,10,128,0
SCOOP MINI BLOSSOM,8/04/2025,"10,00 €","20,00 €",NO,761,1651,"0,00 €",MYSTERY,6,-755,166,8,65,0
WINA SERIES SPACE KO,8/04/2025,"10,00 €","10,00 €",SI,739,8051,"13,70 €",PKO,6,-733,100,8,106,13
WINA SERIES MONSTER,8/04/2025,"5,00 €","5,00 €",NO,1339,6295,"0,00 €",NORMAL,6,-1333,62,8,61,0
SCOOP BOUNTY CHAMPION,8/04/2025,"10,00 €","10,00 €",NO,816,2317,"6,75 €",PKO,8,-808,61,8,85,0
MYSTERY FEVER 5000 GTD,8/04/2025,"5,00 €","5,00 €",NO,212,1113,"0,00 €",MYSTERY,8,-204,25,8,37,0
WINA SERIES MYSTERY,8/04/2025,"10,00 €","10,00 €",NO,2832,5871,"0,00 €",MYSTERY,6,-2826,100,5,60,0
MYSTERY FEVER 2000 E GTD,9/04/2025,"5,00 €","5,00 €",NO,98,403,"0,00 €",MYSTERY,8,-90,16,8,12,0
FAST FOOD,9/04/2025,"5,00 €","5,00 €",NO,763,876,"0,00 €",PKO,8,-755,100,2,29,0
MYSTERY KO,9/04/2025,"10,00 €","10,00 €",SI,15,113,"15,00 €",MYSTERY,6,-9,52,8,60,25
MYSTERY FEVER 2000 E GTD,9/04/2025,"10,00 €","10,00 €",NO,232,872,"0,00 €",MYSTERY,8,-224,16,8,12,0
MYSTERY FEVER,9/04/2025,"5,00 €","5,00 €",NO,111,187,"0,00 €",MYSTERY,6,-105,25,3,11,0
MYSTERY FEVER 2000 E GTD,9/04/2025,"10,00 €","20,00 €",NO,40,240,"0,00 €",MYSTERY,6,-34,31,8,55,0
SCOOP APRIL SHOWERS,9/04/2025,"10,00 €","10,00 €",NO,407,1473,"0,00 €",NORMAL,9,-398,25,8,39,0
SCOOP BIG MYSTERY,9/04/2025,"20,00 €","20,00 €",SI,97,2360,"77,15 €",MYSTERY,7,-90,166,8,131,11
WINA SERIES SPACE KO,9/04/2025,"10,00 €","10,00 €",SI,152,11621,"82,08 €",PKO,6,-146,41,6,41,30
WINA SERIES MYSTERY,9/04/2025,"5,00 €","5,00 €",NO,1431,5432,"0,00 €",MYSTERY,6,-1425,25,5,35,0
WINA SERIES KO,9/04/2025,"20,00 €","20,00 €",NO,803,2794,"4,50 €",PKO,6,-797,100,5,60,0
MYSTERY FEVER 5000 GTD,9/04/2025,"5,00 €","5,00 €",NO,1101,3210,"0,00 €",MYSTERY,8,-1093,31,8,50,0
WINA SERIES MYSTERY,9/04/2025,"10,00 €","10,00 €",NO,1559,5824,"0,00 €",MYSTERY,6,-1553,100,4,34,0
KO PROGRESIVO 1000 GTD,10/04/2025,"10,00 €","10,00 €",SI,18,125,"17,28 €",PKO,9,-9,100,6,41,12
FUSION,10/04/2025,"5,00 €","5,00 €",SI,69,1101,"13,50 €",PKO,6,-63,100,6,90,70
COFFEE TIME,10/04/2025,"10,00 €","10,00 €",NO,111,431,"0,00 €",PKO,6,-105,100,8,90,0
MYSTERY FEVER,10/04/2025,"5,00 €","5,00 €",NO,421,911,"0,00 €",MYSTERY,8,-413,100,8,90,0
MYSTERY KO,10/04/2025,"10,00 €","10,00 €",NO,45,114,"0,00 €",MYSTERY,6,-39,50,8,60,0
MYSTERY FEVER,10/04/2025,"10,00 €","10,00 €",NO,231,299,"0,00 €",MYSTERY,8,-223,31,8,45,0
MYSTERY FEVER,10/04/2025,"10,00 €","10,00 €",SI,8,247,"138,36 €",MYSTERY,6,-2,100,8,90,39
MYSTERY FRENETIC,10/04/2025,"5,00 €","5,00 €",NO,54,91,"0,00 €",MYSTERY,6,-48,25,3,15,0
SCOOP SAT,13/04/2025,"2,50 €","2,50 €",NO,31,71,"0,00 €",SAT,8,-23,25,5,15,0
SCOOP SAT,13/04/2025,"3,00 €","3,00 €",NO,13,57,"0,00 €",SAT,6,-7,25,5,15,0
MYSTERY FEVER 5000 GTD,13/04/2025,"10,00 €","10,00 €",NO,488,1101,"0,00 €",MYSTERY,8,-480,61,8,85,0
SUNDAY MINI,13/04/2025,"5,00 €","10,00 €",SI,112,1275,"12,49 €",NORMAL,9,-103,200,8,121,26
WINA SERIES MYSTERY,13/04/2025,"10,00 €","20,00 €",NO,940,7402,"0,00 €",MYSTERY,6,-934,100,10,160,0
SCOOP SAT,13/04/2025,"5,00 €","5,00 €",NO,3,28,"0,00 €",SAT,8,5,100,5,25,0
SCOOP SAT,13/04/2025,"10,00 €","10,00 €",NO,3,23,"0,00 €",SAT,8,5,50,5,25,0
SCOOP SAT,13/04/2025,"10,00 €","10,00 €",NO,14,37,"0,00 €",SAT,6,-8,51,5,18,0
WINA SERIES SPACE KO,13/04/2025,"20,00 €","20,00 €",NO,3112,5311,"0,00 €",PKO,6,-3106,100,8,110,0
SCOOP MAIN EVENT,13/04/2025,"100,00 €","0,00 €",NO,2931,5491,"0,00 €",MYSTERY,8,-2923,208,15,300,0
SCOOP THE CLASSIC,13/04/2025,"20,00 €","20,00 €",NO,4565,7619,"0,00 €",MYSTERY,9,-4556,200,6,136,0
WINA SERIES SURPRISE,13/04/2025,"10,00 €","20,00 €",SI,2142,18225,"14,99 €",PKO,6,-2136,100,6,90,9
WINA SERIES MYSTERY,13/04/2025,"20,00 €","20,00 €",NO,7183,9182,"0,00 €",MYSTERY,6,-7177,100,7,90,0
WINA SERIES MONSTER,13/04/2025,"5,00 €","5,00 €",NO,1391,5439,"0,00 €",NORMAL,6,-1385,50,6,45,0
MYSTERY FEVER 5000 GTD,13/04/2025,"5,00 €","5,00 €",NO,1131,2314,"0,00 €",MYSTERY,8,-1123,31,8,61,0
SCOOP GIGA STACK,13/04/2025,"10,00 €","10,00 €",NO,1326,2872,"0,00 €",NORMAL,9,-1317,200,6,100,0
LES LOLOUS ,13/04/2025,"5,00 €","5,00 €",NO,232,1294,"0,00 €",MYSTERY,6,-226,100,5,41,0
SCOOP SAT MAIN EVENT,13/04/2025,"10,00 €","10,00 €",NO,33,114,"0,00 €",SAT,6,-27,14,5,19,0
WINA SERIES MYSTERY,13/04/2025,"10,00 €","10,00 €",NO,3611,5246,"0,00 €",MYSTERY,5,-3606,50,3,42,0
SCOOP MYSTERY,13/04/2025,"20,00 €","20,00 €",NO,871,1715,"0,00 €",MYSTERY,6,-865,166,5,71,0
SCOOP MAIN SAT,13/04/2025,"5,00 €","5,00 €",NO,51,164,"0,00 €",SAT,6,-45,100,5,30,0
FRENETIK MYSTERY,13/04/2025,"10,00 €","10,00 €",NO,69,313,"0,00 €",MYSTERY,6,-63,15,3,8,0
WINA SERIES KO,14/04/2025,"10,00 €","10,00 €",NO,2879,9871,"2,25 €",PKO,6,-2873,100,8,105,0
SCOOP GIGA STACK,14/04/2025,"10,00 €","10,00 €",NO,971,4321,"4,50 €",PKO,6,-965,100,8,120,0
BIG MYSTERY,14/04/2025,"5,00 €","5,00 €",NO,909,1504,"0,00 €",MYSTERY,6,-903,71,9,91,0
WINA SERIES MYSTERY REB,14/04/2025,"10,00 €","10,00 €",NO,738,1981,"0,00 €",MYSTERY,6,-732,20,8,101,0
WINA SERIES SPACE KO,14/04/2025,"10,00 €","20,00 €",NO,6174,10544,"0,00 €",PKO,6,-6168,100,8,101,0
MYSTERY FEVER 5000 GTD,14/04/2025,"5,00 €","10,00 €",NO,611,918,"0,00 €",MYSTERY,8,-603,71,8,81,0
MYSTERY NEW FORMAT,14/04/2025,"10,00 €","10,00 €",NO,167,391,"0,00 €",MYSTERY,6,-161,100,3,0,0
LES LOLOUS ,14/04/2025,"5,00 €","5,00 €",NO,511,1191,"0,00 €",MYSTERY,6,-505,100,5,43,0
WINA SERIES MYSTERY,14/04/2025,"10,00 €","10,00 €",NO,1911,4021,"0,00 €",MYSTERY,6,-1905,50,5,75,0
SCOOP GIGA STACK,14/04/2025,"20,00 €","20,00 €",NO,894,3173,"13,50 €",PKO,6,-888,100,6,90,0
BIG MYSTERY,14/04/2025,"5,00 €","5,00 €",NO,412,1123,"0,00 €",MYSTERY,6,-406,62,9,85,0
MYSTERY KO,14/04/2025,"5,00 €","5,00 €",NO,295,1220,"0,00 €",MYSTERY,6,-289,42,3,23,0
MYSTERY KO,15/04/2025,"20,00 €","20,00 €",SI,9,151,"49,02 €",MYSTERY,6,-3,100,7,90,49
KO PROGRESIVO 2000 E GTD,15/04/2025,"10,00 €","10,00 €",NO,165,291,"2,25 €",PKO,6,-159,125,10,124,0
SUPER STACK 1500 E GTD,15/04/2025,"5,00 €","5,00 €",SI,53,361,"8,02 €",NORMAL,6,-47,50,10,64,41
KO PROGRESIVO 5000 GTD,15/04/2025,"10,00 €","10,00 €",NO,422,761,"0,00 €",PKO,6,-416,166,10,144,0
WINA SERIES MYSTERY,15/04/2025,"10,00 €","20,00 €",NO,3632,5671,"0,00 €",MYSTERY,8,-3624,100,10,150,0
ENIGMA,15/04/2025,"20,00 €","20,00 €",NO,157,593,"0,00 €",MYSTERY,6,-151,125,10,150,0
BIG MYSTERY,15/04/2025,"5,00 €","5,00 €",NO,1193,4329,"0,00 €",MYSTERY,6,-1187,100,9,100,0
WINA SERIES SPACE KO,15/04/2025,"10,00 €","10,00 €",NO,2221,2234,"0,00 €",PKO,7,-2214,100,9,138,0
SUPER STACK 2500,15/04/2025,"5,00 €","5,00 €",NO,111,516,"0,00 €",NORMAL,6,-105,31,10,38,0
MINI THUNDER 15K E GTD,15/04/2025,"10,00 €","20,00 €",SI,124,2506,"23,26 €",MYSTERY,8,-116,200,8,150,21
BOUNTY BUILDER 2000 E,15/04/2025,"5,00 €","5,00 €",SI,1,488,"318,99 €",PKO,6,5,100,8,105,65
TRIDENTE SPACE KO,16/04/2025,"5,00 €","5,00 €",NO,188,287,"0,00 €",SPIN & GO - PKO,3,-185,15,2,16,0
FAST FOOD,16/04/2025,"5,00 €","5,00 €",NO,211,677,"1,13 €",PKO,8,-203,100,2,32,0
MYSTERY FEVER 1500 GTD,16/04/2025,"10,00 €","10,00 €",NO,121,289,"0,00 €",MYSTERY,6,-115,62,8,86,0
FRENETIK MYSTERY,16/04/2025,"5,00 €","5,00 €",NO,35,164,"0,00 €",MYSTERY,6,-29,25,3,18,0
BOWLING,16/04/2025,"5,00 €","5,00 €",SI,56,586,"9,76 €",PKO,6,-50,100,5,65,8
MYSTERY FEVER 2000 GTD,16/04/2025,"5,00 €","5,00 €",NO,321,584,"0,00 €",MYSTERY,6,-315,15,8,12,0
LES LOLOUS ,17/04/2025,"5,00 €","5,00 €",NO,731,1763,"0,00 €",MYSTERY,6,-725,66,5,41,0
MYSTERY FEVER ,17/04/2025,"5,00 €","5,00 €",NO,455,1321,"0,00 €",MYSTERY,8,-447,16,8,28,0
WINA SERIES MYSTERY,17/04/2025,"10,00 €","10,00 €",SI,41,5298,"91,62 €",MYSTERY,5,-36,50,5,45,9
BOUNTY BUILDER,17/04/2025,"10,00 €","10,00 €",NO,163,355,"2,25 €",PKO,8,-155,71,7,62,0
MYSTERY KO,17/04/2025,"5,00 €","5,00 €",NO,651,1100,"0,00 €",MYSTERY,6,-645,100,3,41,0
MYSTERY FEVER,17/04/2025,"10,00 €","10,00 €",SI,95,673,"16,66 €",MYSTERY,8,-87,45,5,45,9
FRENETIK MYSTERY,18/04/2025,"5,00 €","5,00 €",SI,25,330,"23,63 €",MYSTERY,6,-19,15,3,13,14
