fecha,buy_in,total_pagado,itm,posicion,total_jugadores,premio,tipo,jugadores_por_mesa,mesa_final,ciegas_iniciales,tiempo_de_ciega,registro_tardio,ciegas_en_burbuja
2024-12-16,"5,00","5,00",True,29,987,"14,78",MYSTERY,6,False,"100,00",5,"57,00","15,00"
2024-12-16,"10,00","20,00",False,1321,3211,"0,00",PKO,8,False,"83,00",8,"112,00","0,00"
2024-12-16,"5,00","5,00",False,1832,2032,"0,00",MYSTERY,6,False,"80,00",7,"65,00","0,00"
2024-12-16,"5,00","10,00",False,343,962,"0,00",NORMAL,6,False,"81,00",8,"86,00","0,00"
2024-12-16,"5,00","5,00",False,321,765,"0,00",NORMAL,6,False,"100,00",8,"105,00","0,00"
2024-12-16,"10,00","10,00",False,311,989,"2,25",PKO,6,False,"108,00",8,"120,00","0,00"
2024-12-16,"5,00","5,00",False,654,1564,"0,00",MYSTERY,8,False,"125,00",8,"114,00","0,00"
2024-12-16,"10,00","10,00",False,833,1961,"0,00",MYSTERY,8,False,"25,00",8,"26,00","0,00"
2024-12-16,"20,00","20,00",False,122,273,"4,50",PKO,6,False,"100,00",5,"70,00","0,00"
2024-12-16,"5,00","5,00",False,332,882,"0,00",PKO,8,False,"100,00",2,"40,00","0,00"
2024-12-17,"5,00","5,00",False,333,989,"0,00",MYSTERY,6,False,"100,00",3,"50,00","0,00"
2024-12-17,"5,00","10,00",False,303,1452,"0,00",MYSTERY,6,False,"11,00",8,"7,00","0,00"
2024-12-17,"5,00","5,00",False,443,878,"0,00",MYSTERY,6,False,"50,00",8,"50,00","0,00"
2024-12-17,"2,00","2,00",False,11,43,"0,00",SAT,8,False,"18,00",5,"90,00","0,00"
2024-12-17,"10,00","10,00",False,201,1432,"2,25",PKO,6,False,"56,00",8,"63,00","0,00"
2024-12-17,"5,00","5,00",False,102,799,"0,00",MYSTERY,6,False,"100,00",7,"75,00","0,00"
2024-12-17,"5,00","5,00",False,888,1321,"0,00",PKO,8,False,"80,00",2,"20,00","0,00"
2024-12-18,"5,00","10,00",False,321,877,"0,00",MYSTERY,8,False,"40,00",8,"58,00","0,00"
2024-12-18,"5,00","10,00",False,665,1232,"0,00",MYSTERY,6,False,"100,00",7,"80,00","0,00"
2024-12-18,"10,00","10,00",True,7,489,"73,30",MYSTERY,6,False,"100,00",8,"95,00","28,00"
2024-12-18,"10,00","10,00",False,332,743,"0,00",MYSTERY,8,False,"41,00",8,"64,00","0,00"
2024-12-18,"10,00","10,00",True,45,368,"17,92",MYSTERY,6,False,"62,00",8,"82,00","19,00"
2024-12-18,"10,00","10,00",False,332,678,"0,00",NORMAL,6,False,"56,00",7,"50,00","0,00"
2024-12-18,"10,00","10,00",False,1234,4321,"0,00",MYSTERY,6,False,"64,00",6,"45,00","0,00"
2024-12-18,"5,00","5,00",False,332,876,"0,00",MYSTERY,8,False,"62,00",8,"72,00","0,00"
2024-12-18,"10,00","10,00",False,197,657,"4,50",PKO,8,False,"125,00",7,"100,00","0,00"
2024-12-18,"5,00","5,00",True,178,1603,"6,13",PKO,6,False,"100,00",6,"106,00","25,00"
2024-12-19,"10,00","10,00",False,666,1211,"0,00",PKO,6,False,"80,00",5,"46,00","0,00"
2024-12-19,"5,00","5,00",False,332,729,"0,00",NORMAL,6,False,"80,00",5,"46,00","0,00"
2024-12-19,"10,00","10,00",True,110,1314,"19,02",MYSTERY,8,False,"125,00",5,"73,00","12,00"
2024-12-19,"5,00","5,00",False,134,432,"3,39",PKO,6,False,"100,00",5,"83,00","0,00"
2024-12-19,"5,00","5,00",False,1037,2432,"0,00",MYSTERY,6,False,"100,00",3,"42,00","0,00"
2024-12-19,"5,00","5,00",False,541,887,"0,00",NORMAL,9,False,"61,00",5,"41,00","0,00"
2024-12-20,"10,00","10,00",False,221,543,"0,00",MYSTERY,6,False,"41,00",8,"60,00","0,00"
2024-12-20,"10,00","10,00",False,158,493,"0,00",MYSTERY,6,False,"100,00",7,"105,00","0,00"
2024-12-20,"5,00","5,00",False,676,2119,"0,00",PKO,6,False,"100,00",6,"45,00","0,00"
2024-12-20,"5,00","5,00",True,90,760,"8,98",MYSTERY,8,False,"100,00",8,"105,00","55,00"
2024-12-20,"5,00","5,00",True,1,184,"207,25",NORMAL,6,True,"20,00",8,"1,00","23,00"
2024-12-22,"5,00","10,00",False,343,833,"0,00",NORMAL,6,False,"50,00",10,"66,00","0,00"
2024-12-22,"5,00","10,00",False,1043,2210,"0,00",MYSTERY,8,False,"71,00",8,"95,00","0,00"
2024-12-22,"5,00","5,00",True,121,977,"7,49",NORMAL,8,False,"100,00",8,"83,00","13,00"
2024-12-22,"5,00","5,00",False,999,1343,"0,00",PKO,6,False,"100,00",5,"75,00","0,00"
2024-12-22,"10,00","10,00",False,3221,4564,"0,00",PKO,8,False,"200,00",8,"150,00","0,00"
2024-12-22,"5,00","5,00",True,243,4036,"14,68",MYSTERY,6,False,"100,00",7,"105,00","38,00"
2024-12-22,"10,00","10,00",True,147,1882,"15,75",NORMAL,6,False,"100,00",8,"90,00","13,00"
2024-12-22,"10,00","20,00",False,1223,6543,"0,00",MYSTERY,9,False,"100,00",6,"135,00","0,00"
2024-12-22,"5,00","5,00",True,49,1823,"21,86",SPIN & GO - PKO,7,False,"12,00",2,"4,00","14,00"
2024-12-22,"5,00","5,00",False,316,934,"0,00",NORMAL,6,False,"52,00",5,"41,00","0,00"
2024-12-23,"5,00","5,00",True,37,820,"16,53",SPIN & GO - PKO,7,False,"25,00",2,"15,00","73,00"
2024-12-23,"5,00","5,00",False,723,1232,"0,00",PKO,6,False,"100,00",6,"90,00","0,00"
2024-12-25,"5,00","5,00",False,544,1266,"0,00",MYSTERY,6,False,"25,00",8,"32,00","0,00"
2024-12-25,"10,00","10,00",True,134,2361,"35,77",MYSTERY,6,False,"100,00",3,"46,00","18,00"
2024-12-25,"5,00","5,00",False,732,2119,"0,00",PKO,6,False,"100,00",3,"40,00","0,00"
2024-12-25,"5,00","5,00",False,268,869,"0,00",NORMAL,9,False,"83,00",5,"48,00","0,00"
2024-12-26,"10,00","10,00",False,195,1454,"17,40",PKO,6,False,"100,00",6,"75,00","0,00"
2024-12-26,"5,00","5,00",False,565,1210,"0,00",NORMAL,6,False,"35,00",10,"41,00","0,00"
2024-12-26,"10,00","10,00",False,1112,1911,"0,00",MYSTERY,8,False,"125,00",8,"116,00","0,00"
2024-12-28,"5,00","5,00",False,268,654,"1,13",SPIN & GO - PKO,7,False,"25,00",2,"22,00","0,00"
2024-12-29,"5,00","5,00",False,1843,2321,"0,00",PKO,6,False,"100,00",6,"68,00","0,00"
2024-12-29,"5,00","5,00",False,654,887,"0,00",NORMAL,6,False,"62,00",10,"75,00","0,00"
2024-12-29,"10,00","10,00",False,158,832,"6,75",PKO,6,False,"160,00",10,"132,00","0,00"
2024-12-29,"5,00","5,00",False,1823,2122,"0,00",PKO,6,False,"100,00",6,"90,00","0,00"
2024-12-29,"5,00","5,00",False,888,1212,"0,00",MYSTERY,6,False,"100,00",5,"75,00","0,00"
2024-12-29,"5,00","5,00",True,31,1275,"27,66",NORMAL,9,False,"200,00",8,"125,00","21,00"
2024-12-29,"5,00","5,00",False,1121,3345,"0,00",MYSTERY,8,False,"125,00",8,"116,00","0,00"
2024-12-29,"5,00","5,00",False,765,2121,"0,00",PKO,6,False,"100,00",5,"68,00","0,00"
2024-12-29,"10,00","10,00",False,886,887,"0,00",MYSTERY,6,False,"100,00",8,"125,00","0,00"
2024-12-30,"10,00","10,00",False,541,669,"0,00",PKO,6,False,"100,00",6,"80,00","0,00"
2024-12-30,"10,00","10,00",False,145,301,"0,00",MYSTERY,8,False,"100,00",8,"107,00","0,00"
2024-12-30,"5,00","5,00",False,221,343,"0,00",NORMAL,6,False,"41,00",10,"42,00","0,00"
2024-12-30,"10,00","10,00",True,7,377,"59,24",MYSTERY,6,False,"100,00",4,"63,00","46,00"
2025-01-01,"2,00","2,00",False,6032,16543,"0,00",PKO,6,False,"25,00",6,"6,00","0,00"
2025-01-01,"10,00","10,00",False,1321,2911,"5,63",PKO,8,False,"100,00",6,"99,00","0,00"
2025-01-01,"10,00","10,00",False,428,2699,"7,20",PKO,6,False,"100,00",5,"72,00","0,00"
2025-01-05,"10,00","20,00",False,2434,5653,"0,00",PKO,8,False,"100,00",10,"133,00","0,00"
2025-01-05,"5,00","5,00",False,605,1232,"0,00",NORMAL,9,False,"125,00",8,"106,00","0,00"
2025-01-05,"10,00","10,00",False,4017,14019,"16,00",PKO,6,False,"100,00",9,"140,00","0,00"
2025-01-05,"10,00","10,00",False,2192,5439,"0,00",PKO,8,False,"400,00",10,"185,00","0,00"
2025-01-05,"10,00","10,00",False,2454,5654,"0,00",PKO,6,False,"61,00",5,"41,00","0,00"
2025-01-05,"10,00","10,00",False,1232,3322,"0,00",NORMAL,8,False,"125,00",6,"72,00","0,00"
2025-01-05,"10,00","10,00",True,257,10813,"69,61",PKO,8,False,"100,00",4,"41,00","60,00"
2025-01-06,"5,00","5,00",False,654,876,"0,00",MYSTERY,6,False,"40,00",7,"32,00","0,00"
2025-01-06,"10,00","10,00",False,102,232,"0,00",MYSTERY,8,False,"38,00",8,"55,00","0,00"
2025-01-06,"5,00","5,00",False,954,1754,"0,00",PKO,8,False,"80,00",2,"16,00","0,00"
2025-01-06,"10,00","10,00",False,916,3321,"2,00",PKO,6,False,"100,00",8,"102,00","0,00"
2025-01-06,"10,00","10,00",True,9,379,"68,29",MYSTERY,6,False,"71,00",8,"90,00","65,00"
2025-01-06,"5,00","5,00",False,212,565,"0,00",SPIN & GO - PKO,7,False,"25,00",2,"12,00","0,00"
2025-01-06,"5,00","5,00",False,4322,9583,"0,00",PKO,6,False,"100,00",6,"66,00","0,00"
2025-01-06,"10,00","20,00",False,1211,3219,"0,00",SPIN & GO - PKO,7,False,"25,00",2,"45,00","0,00"
2025-01-06,"5,00","5,00",True,77,1055,"8,73",MYSTERY,8,False,"100,00",6,"60,00","11,00"
2025-01-06,"10,00","10,00",False,4321,9876,"2,25",PKO,8,False,"100,00",8,"135,00","0,00"
2025-01-08,"5,00","5,00",False,180,810,"0,00",MYSTERY,8,False,"41,00",8,"66,00","0,00"
2025-01-08,"10,00","10,00",False,443,654,"0,00",PKO,9,False,"66,00",10,"95,00","0,00"
2025-01-08,"5,00","10,00",True,89,531,"7,92",NORMAL,6,False,"125,00",10,"115,00","35,00"
2025-01-08,"10,00","10,00",False,432,931,"0,00",PKO,6,False,"166,00",10,"135,00","0,00"
2025-01-08,"10,00","10,00",False,307,1569,"0,00",MYSTERY,6,False,"33,00",6,"21,00","0,00"
2025-01-08,"10,00","10,00",True,426,8169,"23,31",MYSTERY,6,False,"100,00",4,"57,00","32,00"
2025-01-08,"10,00","10,00",True,268,1507,"14,79",NORMAL,8,False,"166,00",6,"85,00","5,00"
2025-01-09,"5,00","5,00",True,57,886,"33,24",MYSTERY,8,False,"35,00",8,"53,00","13,00"
2025-01-11,"5,00","5,00",False,3212,4654,"0,00",PKO,6,False,"100,00",3,"43,00","0,00"
2025-01-11,"10,00","10,00",False,2343,7654,"0,00",PKO,6,False,"80,00",8,"80,00","0,00"
2025-01-11,"10,00","10,00",True,56,414,"18,33",MYSTERY,6,False,"41,00",8,"61,00","6,00"
2025-01-11,"10,00","10,00",False,65,121,"0,00",MYSTERY,6,False,"100,00",7,"105,00","0,00"
2025-01-12,"2,50","2,50",False,23,46,"0,00",SAT,8,False,"25,00",5,"9,00","0,00"
2025-01-12,"5,00","5,00",False,4632,9382,"0,00",NORMAL,6,False,"41,00",6,"28,00","0,00"
2025-01-12,"10,00","10,00",False,4675,13168,"8,50",PKO,6,False,"100,00",6,"50,00","0,00"
2025-01-12,"5,00","5,00",False,33,75,"0,00",SAT,8,False,"33,00",5,"19,00","0,00"
2025-01-12,"10,00","10,00",False,6432,6543,"0,00",PKO,8,False,"199,00",6,"100,00","0,00"
2025-01-13,"10,00","10,00",False,154,265,"0,00",MYSTERY,8,False,"23,00",8,"41,00","0,00"
2025-01-13,"5,00","5,00",False,442,982,"0,00",PKO,6,False,"40,00",5,"24,00","0,00"
2025-01-13,"5,00","5,00",False,654,3211,"0,00",MYSTERY,8,False,"62,00",8,"84,00","0,00"
2025-01-13,"5,00","5,00",False,456,873,"0,00",NORMAL,6,False,"35,00",10,"55,00","0,00"
2025-01-13,"10,00","10,00",False,4667,9988,"0,00",PKO,6,False,"100,00",8,"120,00","0,00"
2025-01-13,"10,00","10,00",True,64,884,"16,94",NORMAL,6,False,"100,00",8,"90,00","40,00"
2025-01-13,"20,00","20,00",True,151,2841,"110,18",PKO,8,False,"125,00",8,"135,00","56,00"
2025-01-13,"6,00","6,00",False,36,113,"0,00",SAT,6,False,"100,00",5,"30,00","0,00"
2025-01-13,"10,00","10,00",False,443,998,"0,00",MYSTERY,6,False,"20,00",8,"66,00","0,00"
2025-01-13,"10,00","10,00",False,1265,3278,"2,25",PKO,8,False,"100,00",8,"135,00","0,00"
2025-01-13,"20,00","20,00",False,6543,9987,"0,00",PKO,6,False,"100,00",5,"75,00","0,00"
2025-01-14,"10,00","10,00",False,4432,5432,"0,00",PKO,6,False,"100,00",6,"68,00","0,00"
2025-01-14,"5,00","5,00",False,2957,11819,"1,50",PKO,6,False,"100,00",6,"64,00","0,00"
2025-01-14,"5,00","5,00",False,138,685,"0,00",NORMAL,6,False,"62,00",10,"62,00","0,00"
2025-01-14,"5,00","5,00",True,118,1090,"47,50",MYSTERY,8,False,"80,00",6,"53,00","25,00"
2025-01-14,"20,00","20,00",True,244,2410,"26,18",MYSTERY,7,False,"200,00",10,"160,00","7,00"
2025-01-14,"10,00","10,00",False,929,1873,"0,00",NORMAL,8,False,"83,00",6,"62,00","0,00"
2025-01-14,"5,00","5,00",False,765,833,"0,00",MYSTERY,6,False,"100,00",3,"42,00","0,00"
2025-01-14,"5,00","5,00",True,41,603,"15,46",PKO,6,False,"83,00",5,"55,00","32,00"
2025-01-17,"10,00","10,00",False,778,1454,"0,00",PKO,6,False,"100,00",8,"110,00","0,00"
2025-01-17,"10,00","10,00",False,345,754,"0,00",MYSTERY,6,False,"50,00",6,"41,00","0,00"
2025-01-17,"10,00","10,00",True,22,494,"33,82",MYSTERY,6,False,"40,00",7,"35,00","14,00"
2025-01-17,"10,00","10,00",True,5,1041,"400,80",NORMAL,8,True,"200,00",6,"90,00","45,00"
2025-01-17,"10,00","10,00",False,554,832,"0,00",MYSTERY,8,False,"125,00",5,"74,00","0,00"
2025-01-17,"10,00","10,00",False,876,1833,"0,00",MYSTERY,6,False,"56,00",3,"25,00","0,00"
2025-01-18,"10,00","10,00",False,888,1321,"0,00",PKO,6,False,"100,00",2,"23,00","0,00"
2025-01-18,"1,50","1,50",False,19,34,"0,00",SAT,8,False,"16,00",5,"6,00","0,00"
2025-01-18,"5,00","10,00",False,773,1743,"0,00",MYSTERY,8,False,"50,00",8,"75,00","0,00"
2025-01-18,"5,00","5,00",False,240,818,"0,00",NORMAL,6,False,"35,00",10,"44,00","0,00"
2025-01-18,"20,00","20,00",False,2212,3458,"0,00",MYSTERY,6,False,"200,00",8,"150,00","0,00"
2025-01-18,"5,00","5,00",True,33,789,"17,40",PKO,6,False,"100,00",8,"115,00","46,00"
2025-01-18,"10,00","10,00",False,655,998,"0,00",NORMAL,6,False,"40,00",8,"38,00","0,00"
2025-01-18,"5,00","5,00",False,1321,1565,"0,00",MYSTERY,6,False,"57,00",7,"45,00","0,00"
2025-01-18,"10,00","10,00",False,3454,5432,"0,00",PKO,6,False,"100,00",7,"90,00","0,00"
2025-01-18,"10,00","10,00",False,543,873,"0,00",MYSTERY,8,False,"100,00",7,"80,00","0,00"
2025-01-18,"3,00","3,00",False,17,34,"0,00",SAT,8,False,"18,00",5,"10,00","0,00"
2025-01-18,"5,00","5,00",False,34,54,"0,00",SAT,6,False,"14,00",5,"10,00","0,00"
2025-01-18,"1,50","1,50",False,13,40,"0,00",SAT,8,False,"100,00",5,"30,00","0,00"
2025-01-18,"3,00","3,00",False,54,44,"0,00",SAT,8,False,"100,00",5,"30,00","0,00"
2025-01-18,"10,00","20,00",False,591,1512,"4,50",PKO,6,False,"100,00",5,"76,00","0,00"
2025-01-18,"10,00","20,00",False,543,3432,"4,50",PKO,7,False,"166,00",6,"80,00","0,00"
2025-01-18,"10,00","10,00",False,776,1887,"0,00",MYSTERY,8,False,"125,00",5,"75,00","0,00"
2025-01-18,"5,00","5,00",False,802,1343,"0,00",MYSTERY,6,False,"70,00",3,"21,00","0,00"
2025-01-18,"5,00","5,00",False,764,933,"0,00",PKO,6,False,"100,00",3,"48,00","0,00"
2025-01-18,"5,00","5,00",False,456,876,"0,00",NORMAL,9,False,"62,00",5,"43,00","0,00"
2025-01-19,"10,00","10,00",False,226,1696,"5,06",PKO,6,False,"100,00",2,"29,00","0,00"
2025-01-19,"10,00","10,00",True,28,431,"26,21",PKO,6,False,"100,00",4,"60,00","6,00"
2025-01-19,"3,00","3,00",True,6,30,"21,00",SAT,6,True,"33,00",5,"12,00","56,00"
2025-01-19,"20,00","20,00",True,333,6832,"31,54",MYSTERY,9,False,"100,00",8,"129,00","65,00"
2025-01-19,"5,00","5,00",False,3456,9983,"0,50",PKO,6,False,"100,00",7,"80,00","0,00"
2025-01-19,"10,00","10,00",False,1067,2443,"0,00",PKO,6,False,"100,00",6,"110,00","0,00"
2025-01-20,"5,00","5,00",False,432,765,"0,00",MYSTERY,8,False,"16,00",8,"21,00","0,00"
2025-01-20,"5,00","5,00",False,102,542,"0,00",NORMAL,6,False,"62,00",10,"80,00","0,00"
2025-01-20,"5,00","5,00",True,10,847,"54,65",MYSTERY,6,False,"28,00",7,"20,00","24,00"
2025-01-20,"10,00","10,00",False,501,1377,"0,00",MYSTERY,8,False,"71,00",5,"59,00","0,00"
2025-01-20,"5,00","5,00",False,382,969,"1,13",PKO,8,False,"66,00",2,"23,00","0,00"
2025-01-20,"5,00","5,00",False,432,654,"0,00",PKO,6,False,"100,00",5,"66,00","0,00"
2025-01-20,"5,00","5,00",False,815,1486,"0,00",MYSTERY,6,False,"100,00",3,"42,00","0,00"
2025-01-20,"5,00","5,00",False,654,938,"0,00",NORMAL,9,False,"250,00",5,"75,00","0,00"
2025-01-20,"5,00","5,00",False,3432,4789,"0,00",PKO,6,False,"100,00",3,"48,00","0,00"
2025-01-21,"5,00","5,00",False,212,532,"0,00",NORMAL,6,False,"41,00",10,"52,00","0,00"
2025-01-21,"5,00","5,00",False,234,543,"0,00",MYSTERY,6,False,"100,00",5,"66,00","0,00"
2025-01-21,"10,00","10,00",True,39,392,"16,03",MYSTERY,6,False,"100,00",4,"68,00","7,00"
2025-01-22,"5,00","5,00",False,312,543,"0,00",MYSTERY,6,False,"51,00",5,"41,00","0,00"
2025-01-22,"10,00","10,00",False,214,645,"0,00",MYSTERY,6,False,"100,00",4,"100,00","0,00"
2025-01-22,"5,00","5,00",False,167,558,"0,00",NORMAL,6,False,"25,00",10,"20,00","0,00"
2025-01-23,"8,80","8,80",True,14,274,"13,68",MYSTERY,8,False,"33,00",10,"55,00","43,00"
2025-01-23,"5,00","5,00",False,876,988,"0,00",PKO,6,False,"100,00",5,"73,00","0,00"
2025-01-23,"3,30","3,30",False,8,20,"0,00",SAT,8,True,"15,00",4,"11,00","0,00"
2025-01-23,"5,00","5,00",True,7,1189,"94,33",PKO,6,False,"100,00",5,"73,00","28,00"
2025-01-23,"10,00","10,00",False,432,1286,"0,00",MYSTERY,6,False,"100,00",8,"124,00","0,00"
2025-01-23,"16,50","16,50",False,111,321,"0,00",MYSTERY,8,False,"33,00",20,"70,00","0,00"
2025-01-23,"10,00","10,00",False,432,654,"0,00",NORMAL,6,False,"83,00",10,"73,00","0,00"
2025-01-23,"5,00","5,00",False,1453,4549,"0,00",PKO,6,False,"100,00",7,"107,00","0,00"
2025-01-23,"10,00","10,00",True,5,1764,"425,62",MYSTERY,6,True,"100,00",6,"96,00","24,00"
2025-01-23,"5,50","5,50",False,211,654,"0,00",MYSTERY,8,False,"250,00",10,"137,00","0,00"
2025-01-23,"5,00","10,00",False,432,1238,"0,00",PKO,6,False,"100,00",5,"50,00","0,00"
2025-01-23,"5,00","5,00",False,212,765,"1,13",PKO,6,False,"100,00",5,"71,00","0,00"
2025-01-25,"5,00","5,00",False,237,849,"0,00",NORMAL,6,False,"25,00",10,"19,00","0,00"
2025-01-25,"5,00","5,00",False,654,1901,"0,00",MYSTERY,8,False,"31,00",8,"47,00","0,00"
2025-01-27,"10,00","10,00",False,1322,4532,"0,00",MYSTERY,6,False,"208,00",8,"145,00","0,00"
2025-01-27,"10,00","10,00",False,1592,2223,"0,00",PKO,6,False,"100,00",8,"124,00","0,00"
2025-01-27,"5,00","5,00",False,8,60,"0,00",SAT,6,False,"33,00",5,"17,00","0,00"
2025-01-27,"5,00","5,00",False,1318,3211,"1,13",PKO,6,False,"100,00",5,"73,00","0,00"
2025-01-27,"5,00","5,00",False,3222,8765,"1,13",PKO,8,False,"100,00",10,"165,00","0,00"
2025-01-27,"10,00","10,00",True,337,1986,"14,78",NORMAL,6,False,"208,00",10,"145,00","1,00"
2025-01-27,"5,00","5,00",False,923,3211,"0,00",MYSTERY,6,False,"100,00",7,"75,00","0,00"
2025-01-27,"10,00","10,00",False,654,1329,"0,00",MYSTERY,6,False,"100,00",6,"95,00","0,00"
2025-01-27,"20,00","20,00",False,1291,2934,"0,00",MYSTERY,8,False,"200,00",8,"145,00","0,00"
2025-01-27,"5,00","5,00",False,607,2939,"5,08",PKO,6,False,"100,00",5,"57,00","0,00"
2025-01-28,"10,00","10,00",False,887,1765,"0,00",MYSTERY,6,False,"80,00",8,"75,00","0,00"
2025-01-28,"10,00","10,00",False,912,4773,"2,50",PKO,6,False,"100,00",8,"124,00","0,00"
2025-01-28,"5,00","5,00",True,153,2806,"18,23",PKO,6,False,"100,00",5,"75,00","36,00"
2025-01-28,"10,00","10,00",False,1300,1703,"0,00",PKO,6,False,"208,00",8,"145,00","0,00"
2025-01-28,"5,00","5,00",False,377,1253,"0,00",NORMAL,9,False,"200,00",8,"130,00","0,00"
2025-01-28,"10,00","10,00",False,882,2349,"0,00",MYSTERY,6,False,"100,00",6,"85,00","0,00"
2025-01-29,"5,00","5,00",True,120,755,"8,11",MYSTERY,8,False,"14,00",8,"15,00","3,00"
2025-01-29,"5,00","5,00",False,8,15,"0,00",SAT,6,False,"37,00",2,"19,00","0,00"
2025-01-29,"10,00","10,00",False,1332,1654,"0,00",PKO,6,False,"135,00",6,"85,00","0,00"
2025-01-29,"10,00","10,00",False,331,872,"0,00",NORMAL,6,False,"30,00",7,"50,00","0,00"
2025-01-29,"10,00","10,00",False,674,2112,"2,25",PKO,6,False,"100,00",5,"61,00","0,00"
2025-01-29,"5,00","5,00",True,59,1459,"10,75",MYSTERY,6,False,"30,00",5,"31,00","53,00"
2025-01-29,"10,00","10,00",True,102,995,"17,74",MYSTERY,8,False,"125,00",5,"69,00","19,00"
2025-01-30,"5,00","10,00",False,321,989,"0,00",MYSTERY,8,False,"62,00",8,"80,00","0,00"
2025-01-30,"10,00","10,00",False,115,367,"0,00",MYSTERY,6,False,"80,00",7,"66,00","0,00"
2025-01-30,"5,00","5,00",False,141,700,"0,00",NORMAL,6,False,"100,00",10,"115,00","0,00"
2025-01-30,"5,00","5,00",False,889,1654,"0,00",PKO,6,False,"100,00",6,"80,00","0,00"
2025-01-30,"10,00","10,00",False,418,712,"2,25",PKO,6,False,"125,00",10,"130,00","0,00"
2025-01-30,"1,50","1,50",False,12,21,"0,00",SAT,6,False,"33,00",5,"15,00","0,00"
2025-01-30,"5,00","5,00",False,654,831,"0,00",MYSTERY,6,False,"100,00",5,"60,00","0,00"
2025-01-30,"3,00","3,00",True,1,31,"0,00",SAT,6,True,"50,00",5,"20,00","0,00"
2025-01-30,"5,00","5,00",False,510,3182,"5,25",PKO,6,False,"100,00",6,"90,00","0,00"
2025-01-30,"10,00","10,00",False,344,542,"0,00",PKO,6,False,"165,00",10,"135,00","0,00"
2025-01-30,"5,00","5,00",False,1121,1543,"0,00",MYSTERY,8,False,"50,00",8,"72,00","0,00"
2025-01-30,"10,00","10,00",False,985,1776,"0,00",MYSTERY,6,False,"100,00",8,"105,00","0,00"
2025-01-30,"5,00","5,00",False,334,675,"0,00",NORMAL,6,False,"83,00",10,"100,00","0,00"
2025-01-30,"30,00","0,00",False,578,1664,"0,00",MYSTERY,6,False,"208,00",8,"145,00","0,00"
2025-01-30,"5,00","5,00",False,777,991,"0,00",MYSTERY,8,False,"100,00",8,"105,00","0,00"
2025-01-30,"10,00","10,00",False,1233,2221,"0,00",PKO,6,False,"100,00",8,"90,00","0,00"
2025-01-30,"5,00","5,00",False,1322,3321,"1,13",PKO,6,False,"100,00",5,"70,00","0,00"
2025-01-30,"2,00","2,00",False,14,32,"0,00",SAT,8,False,"25,00",5,"10,00","0,00"
2025-01-30,"10,00","10,00",False,133,802,"0,00",NORMAL,6,False,"71,00",8,"63,00","0,00"
2025-01-30,"10,00","10,00",False,2311,2876,"5,00",PKO,6,False,"100,00",7,"104,00","0,00"
2025-01-30,"5,00","5,00",False,28,52,"0,00",SAT,6,False,"33,00",5,"9,00","0,00"
2025-01-30,"10,00","10,00",False,1000,3211,"0,00",MYSTERY,6,False,"100,00",6,"70,00","0,00"
2025-01-30,"5,00","5,00",False,651,1165,"0,00",NORMAL,6,False,"50,00",7,"67,00","0,00"
2025-01-30,"10,00","10,00",False,259,704,"0,00",MYSTERY,8,False,"100,00",8,"105,00","0,00"
2025-01-30,"5,00","5,00",False,1345,3219,"1,13",PKO,8,False,"125,00",7,"100,00","0,00"
2025-01-30,"5,00","5,00",False,276,1528,"0,00",NORMAL,6,False,"100,00",5,"60,00","0,00"
2025-01-30,"10,00","10,00",False,125,1296,"16,88",PKO,6,False,"100,00",5,"75,00","0,00"
2025-01-31,"10,00","10,00",False,541,779,"0,00",PKO,6,False,"100,00",8,"105,00","0,00"
2025-01-31,"5,00","5,00",False,133,432,"0,00",PKO,8,False,"55,00",2,"20,00","0,00"
2025-01-31,"10,00","10,00",False,662,1165,"0,00",MYSTERY,6,False,"100,00",7,"80,00","0,00"
2025-01-31,"5,00","10,00",False,212,716,"0,00",MYSTERY,8,False,"87,00",8,"100,00","0,00"
2025-01-31,"5,00","5,00",False,98,208,"0,00",NORMAL,6,False,"20,00",10,"12,00","0,00"
2025-01-31,"5,00","5,00",False,110,725,"0,00",MYSTERY,6,False,"100,00",7,"90,00","0,00"
2025-01-31,"10,00","10,00",False,332,541,"0,00",PKO,9,False,"100,00",10,"105,00","0,00"
2025-01-31,"5,00","10,00",True,35,433,"15,80",NORMAL,6,False,"100,00",10,"95,00","62,00"
2025-01-31,"10,00","10,00",False,663,1432,"0,00",MYSTERY,8,False,"70,00",8,"100,00","0,00"
2025-01-31,"10,00","10,00",False,343,773,"0,00",PKO,6,False,"100,00",5,"75,00","0,00"
2025-01-31,"10,00","10,00",False,44,302,"0,00",MYSTERY,6,False,"65,00",4,"30,00","0,00"
2025-02-03,"5,00","5,00",False,2186,4312,"0,00",PKO,6,False,"100,00",6,"85,00","0,00"
2025-02-03,"5,00","5,00",False,984,1876,"0,00",MYSTERY,9,False,"20,00",8,"28,00","0,00"
2025-02-03,"5,00","5,00",True,153,2012,"8,28",MYSTERY,6,False,"57,00",7,"45,00","22,00"
2025-02-03,"5,00","5,00",False,421,764,"0,00",NORMAL,6,False,"100,00",8,"90,00","0,00"
2025-02-03,"5,00","5,00",False,444,876,"0,00",MYSTERY,8,False,"125,00",8,"120,00","0,00"
2025-02-03,"5,00","5,00",False,999,1123,"0,00",NORMAL,9,False,"200,00",5,"100,00","0,00"
