fecha,buy_in,total_pagado,itm,posicion,total_jugadores,premio,tipo,jugadores_por_mesa,mesa_final,ciegas_iniciales,tiempo_de_ciega,registro_tardio,ciegas_en_burbuja
2024-10-31,"5,00","5,00",False,101,476,"0,00",NORMAL,6,False,"200,00",5,"90,00","0,00"
2024-10-31,"5,00","10,00",True,21,288,"25,65",PKO,6,False,"166,00",5,"53,00","8,00"
2024-10-31,"5,00","5,00",False,568,1207,"0,00",NORMAL,9,False,"31,00",5,"16,00","0,00"
2024-11-01,"10,00","20,00",False,211,654,"0,00",PKO,6,False,"100,00",5,"47,00","0,00"
2024-11-01,"5,00","10,00",False,236,269,"1,13",PKO,6,False,"200,00",5,"58,00","0,00"
2024-11-01,"10,00","10,00",True,30,230,"13,64",PKO,6,False,"50,00",3,"25,00","7,00"
2024-11-01,"10,00","10,00",False,799,2124,"0,00",MYSTERY,8,False,"71,00",5,"55,00","0,00"
2024-11-01,"5,00","5,00",False,305,643,"2,26",PKO,6,False,"100,00",5,"61,00","0,00"
2024-11-01,"5,00","10,00",False,620,1284,"0,00",NORMAL,9,False,"500,00",5,"90,00","0,00"
2024-11-01,"5,00","5,00",True,104,1891,"23,44",MYSTERY,6,False,"100,00",3,"41,00","43,00"
2024-11-02,"5,00","5,00",False,214,401,"0,00",PKO,9,False,"166,00",5,"54,00","0,00"
2024-11-02,"5,00","5,00",True,101,1569,"14,02",PKO,6,False,"100,00",5,"67,00","57,00"
2024-11-02,"5,00","5,00",False,306,561,"0,00",NORMAL,6,False,"200,00",5,"90,00","0,00"
2024-11-02,"5,00","5,00",True,2,378,"201,12",PKO,6,True,"125,00",5,"43,00","13,00"
2024-11-02,"5,00","5,00",False,175,371,"0,00",PKO,6,False,"50,00",10,"45,00","0,00"
2024-11-02,"5,00","5,00",True,20,838,"20,14",MYSTERY,6,False,"100,00",7,"74,00","30,00"
2024-11-02,"5,00","5,00",False,658,2312,"0,00",PKO,6,False,"100,00",6,"90,00","0,00"
2024-11-02,"10,00","10,00",False,139,326,"4,50",PKO,9,False,"40,00",10,"65,00","0,00"
2024-11-02,"3,00","3,00",True,5,228,"29,09",PKO,8,True,"14,00",8,"9,00","40,00"
2024-11-03,"3,00","3,00",False,31,78,"0,00",SAT,6,False,"50,00",5,"20,00","0,00"
2024-11-03,"10,00","10,00",False,4364,7589,"0,00",PKO,9,False,"100,00",6,"113,00","0,00"
2024-11-03,"2,50","2,50",False,10,18,"0,00",SAT,8,False,"50,00",5,"23,00","0,00"
2024-11-03,"5,00","5,00",True,21,2975,"54,55",MYSTERY,8,False,"84,00",8,"102,00","40,00"
2024-11-03,"3,00","3,00",False,32,90,"0,00",SAT,6,False,"33,00",5,"18,00","0,00"
2024-11-03,"5,00","5,00",False,21,37,"0,00",SAT,8,False,"100,00",5,"30,00","0,00"
2024-11-03,"10,00","10,00",False,1342,2987,"0,00",NORMAL,6,False,"200,00",5,"100,00","0,00"
2024-11-03,"2,00","2,00",False,16,51,"0,00",SAT,8,False,"40,00",3,"12,00","0,00"
2024-11-03,"5,00","5,00",False,931,2321,"0,00",PKO,6,False,"67,00",6,"51,00","0,00"
2024-11-03,"10,00","10,00",False,1056,3111,"0,00",PKO,6,False,"100,00",5,"76,00","0,00"
2024-11-03,"5,00","5,00",True,5,522,"84,19",PKO,6,True,"100,00",5,"80,00","37,00"
2024-11-03,"5,00","10,00",False,567,1164,"0,00",NORMAL,9,False,"312,00",5,"78,00","0,00"
2024-11-04,"5,00","5,00",False,185,924,"0,00",PKO,6,False,"30,00",6,"19,00","0,00"
2024-11-04,"5,00","5,00",False,210,237,"0,00",NORMAL,6,False,"41,00",10,"55,00","0,00"
2024-11-05,"10,00","10,00",False,434,1020,"0,00",MYSTERY,8,False,"35,00",8,"56,00","0,00"
2024-11-05,"2,50","2,50",True,1,50,"0,00",SAT,8,True,"100,00",5,"27,00","0,00"
2024-11-05,"5,00","5,00",False,408,1654,"0,00",MYSTERY,8,False,"71,00",8,"90,00","0,00"
2024-11-05,"3,00","3,00",False,21,38,"0,00",SAT,8,False,"33,00",5,"15,00","0,00"
2024-11-05,"10,00","10,00",False,2086,4895,"0,00",PKO,6,False,"200,00",10,"185,00","0,00"
2024-11-05,"50,00","0,00",False,616,724,"0,00",MYSTERY,8,False,"200,00",10,"185,00","0,00"
2024-11-05,"3,00","3,00",False,11,46,"0,00",SAT,8,False,"100,00",5,"30,00","0,00"
2024-11-05,"2,00","2,00",True,1,92,"0,00",SAT,8,True,"100,00",5,"30,00","0,00"
2024-11-05,"10,00","10,00",False,31,62,"0,00",SAT,8,False,"25,00",5,"7,00","0,00"
2024-11-05,"5,00","5,00",True,2,57,"0,00",SAT,8,True,"50,00",5,"21,00","0,00"
2024-11-05,"3,00","3,00",False,23,32,"0,00",SAT,6,False,"33,00",5,"17,00","0,00"
2024-11-05,"20,00","0,00",False,1046,1261,"0,00",MYSTERY,7,False,"125,00",10,"150,00","0,00"
2024-11-05,"3,00","3,00",False,20,25,"0,00",SAT,6,False,"100,00",5,"27,00","0,00"
2024-11-05,"50,00","0,00",False,284,523,"28,13",PKO,9,False,"125,00",8,"111,00","0,00"
2024-11-05,"5,00","5,00",True,94,1619,"12,89",PKO,6,False,"65,00",6,"54,00","21,00"
2024-11-05,"10,00","10,00",False,647,1692,"0,00",NORMAL,6,False,"200,00",5,"100,00","0,00"
2024-11-05,"5,00","5,00",False,389,648,"0,00",NORMAL,6,False,"100,00",5,"75,00","0,00"
2024-11-05,"10,00","10,00",False,357,492,"0,00",MYSTERY,8,False,"75,00",5,"57,00","0,00"
2024-11-05,"5,00","5,00",False,321,789,"0,00",MYSTERY,6,False,"100,00",5,"33,00","0,00"
2024-11-05,"5,00","5,00",False,583,780,"0,00",NORMAL,9,False,"125,00",5,"55,00","0,00"
2024-11-05,"5,00","5,00",False,133,567,"0,00",PKO,6,False,"20,00",5,"19,00","0,00"
2024-11-06,"5,00","5,00",False,157,877,"2,26",PKO,8,False,"67,00",2,"17,00","0,00"
2024-11-06,"3,00","3,00",False,55,189,"1,36",PKO,9,False,"65,00",8,"38,00","0,00"
2024-11-06,"5,00","5,00",False,133,200,"0,00",PKO,6,False,"125,00",10,"96,00","0,00"
2024-11-06,"5,00","5,00",True,2,633,"292,67",MYSTERY,6,True,"100,00",7,"105,00","9,00"
2024-11-06,"10,00","10,00",False,132,313,"0,00",PKO,9,False,"125,00",10,"122,00","0,00"
2024-11-06,"5,00","5,00",False,198,226,"0,00",NORMAL,6,False,"125,00",10,"123,00","0,00"
2024-11-06,"5,00","5,00",False,586,685,"0,00",MYSTERY,8,False,"100,00",8,"106,00","0,00"
2024-11-06,"5,00","5,00",False,316,498,"0,00",PKO,6,False,"100,00",8,"90,00","0,00"
2024-11-06,"5,00","10,00",True,1,49,"0,00",SAT,8,True,"100,00",5,"30,00","0,00"
2024-11-06,"5,00","5,00",False,1346,4321,"0,00",PKO,6,False,"100,00",5,"75,00","0,00"
2024-11-06,"2,50","2,50",False,23,42,"0,00",SAT,8,False,"17,00",5,"5,00","0,00"
2024-11-06,"100,00","0,00",False,256,432,"0,00",MYSTERY,8,False,"125,00",12,"205,00","0,00"
2024-11-06,"10,00","20,00",True,115,2970,"30,10",PKO,8,False,"125,00",8,"135,00","62,00"
2024-11-06,"5,00","5,00",False,848,2122,"0,00",PKO,6,False,"80,00",6,"55,00","0,00"
2024-11-06,"10,00","10,00",False,648,1354,"0,00",NORMAL,8,False,"166,00",5,"90,00","0,00"
2024-11-06,"5,00","5,00",True,46,1063,"20,53",NORMAL,9,False,"125,00",5,"57,00","11,00"
2024-11-07,"5,00","5,00",False,153,903,"7,60",PKO,9,False,"67,00",2,"16,00","0,00"
2024-11-07,"5,00","5,00",False,302,788,"0,00",MYSTERY,6,False,"28,00",7,"18,00","0,00"
2024-11-07,"5,00","5,00",False,355,1040,"2,82",PKO,6,False,"80,00",5,"44,00","0,00"
2024-11-07,"5,00","5,00",False,145,236,"1,13",PKO,6,False,"100,00",10,"80,00","0,00"
2024-11-07,"2,00","2,00",False,11,17,"0,00",SAT,8,False,"30,00",5,"17,00","0,00"
2024-11-07,"4,00","4,00",False,10,13,"0,00",SAT,6,False,"15,00",5,"10,00","0,00"
2024-11-07,"1,00","1,00",False,38,42,"0,00",SAT,8,False,"30,00",5,"20,00","0,00"
2024-11-07,"10,00","10,00",False,2211,5432,"0,00",PKO,6,False,"205,00",8,"140,00","0,00"
2024-11-07,"5,00","5,00",False,321,923,"0,00",MYSTERY,8,False,"100,00",6,"58,00","0,00"
2024-11-07,"1,00","1,00",True,8,99,"0,00",SAT,8,True,"30,00",5,"15,00","0,00"
2024-11-07,"3,00","3,00",False,12,39,"0,00",SAT,8,False,"30,00",5,"15,00","0,00"
2024-11-07,"5,00","5,00",False,730,1538,"0,00",PKO,6,False,"100,00",6,"72,00","0,00"
2024-11-07,"3,00","3,00",False,13,52,"0,00",SAT,8,False,"20,00",5,"11,00","0,00"
2024-11-07,"10,00","10,00",False,836,5386,"0,00",MYSTERY,6,False,"33,00",5,"16,00","0,00"
2024-11-07,"5,00","5,00",False,733,4384,"0,00",MYSTERY,8,False,"40,00",4,"20,00","0,00"
2024-11-07,"5,00","5,00",False,72,78,"0,00",NORMAL,7,False,"25,00",3,"15,00","0,00"
2024-11-08,"5,00","5,00",False,317,788,"0,00",MYSTERY,6,False,"28,00",7,"21,00","0,00"
2024-11-08,"5,00","5,00",True,36,601,"15,68",NORMAL,6,False,"62,00",10,"75,00","97,00"
2024-11-08,"5,00","5,00",False,276,985,"0,00",PKO,6,False,"28,00",6,"15,00","0,00"
2024-11-08,"2,00","2,00",False,200,711,"0,00",MYSTERY,6,False,"25,00",6,"7,00","0,00"
2024-11-08,"3,00","3,00",False,9,44,"0,00",SAT,8,False,"100,00",5,"30,00","0,00"
2024-11-08,"10,00","10,00",False,445,1002,"0,00",NORMAL,6,False,"14,00",5,"32,00","0,00"
2024-11-09,"5,00","5,00",True,22,392,"29,97",PKO,6,False,"89,00",10,"66,00","128,00"
2024-11-09,"5,00","5,00",True,11,238,"25,56",NORMAL,6,False,"19,00",10,"9,00","26,00"
2024-11-10,"5,00","5,00",False,307,1012,"0,00",MYSTERY,6,False,"28,00",6,"22,00","0,00"
2024-11-10,"5,00","5,00",False,365,1421,"0,00",PKO,6,False,"40,00",5,"41,00","0,00"
2024-11-10,"5,00","5,00",False,82,271,"0,00",NORMAL,6,False,"20,00",8,"12,00","0,00"
2024-11-10,"1,00","1,00",False,162,781,"0,00",MYSTERY,6,False,"25,00",7,"10,00","0,00"
2024-11-10,"5,00","5,00",True,88,803,"10,71",NORMAL,6,False,"40,00",10,"50,00","59,00"
2024-11-10,"10,00","10,00",False,119,380,"0,00",PKO,9,False,"14,00",10,"17,00","0,00"
2024-11-11,"2,00","2,00",False,799,3326,"0,00",PKO,6,False,"20,00",6,"4,00","0,00"
2024-11-12,"5,00","5,00",False,1578,4532,"0,00",NORMAL,8,False,"100,00",8,"131,00","0,00"
2024-11-12,"5,00","5,00",False,285,997,"0,00",NORMAL,6,False,"50,00",10,"71,00","0,00"
2024-11-12,"5,00","5,00",True,336,2077,"7,80",MYSTERY,8,False,"80,00",8,"99,00","13,00"
2024-11-12,"10,00","10,00",True,292,5996,"30,51",PKO,6,False,"200,00",10,"185,00","85,00"
2024-11-12,"2,00","2,00",True,1,49,"0,00",SAT,8,True,"50,00",5,"25,00","6,00"
2024-11-12,"20,00","0,00",False,640,871,"0,00",NORMAL,8,False,"100,00",10,"106,00","0,00"
2024-11-12,"2,00","2,00",False,17,32,"0,00",SAT,6,False,"100,00",5,"30,00","0,00"
2024-11-12,"10,00","10,00",False,2664,6121,"0,00",MYSTERY,6,False,"80,00",5,"41,00","0,00"
2024-11-12,"10,00","10,00",False,757,1558,"0,00",NORMAL,6,False,"125,00",5,"90,00","0,00"
2024-11-12,"5,00","10,00",True,359,3802,"9,77",PKO,8,False,"100,00",5,"57,00","14,00"
2024-11-12,"5,00","5,00",False,517,657,"0,00",NORMAL,9,False,"62,00",5,"44,00","0,00"
2024-11-13,"2,00","2,00",False,729,3815,"0,00",MYSTERY,7,False,"15,00",2,"8,00","0,00"
2024-11-13,"5,00","5,00",True,79,5629,"34,08",PKO,6,False,"100,00",8,"110,00","30,00"
2024-11-13,"1,00","1,00",False,6,65,"0,00",SAT,6,True,"50,00",5,"20,00","0,00"
2024-11-13,"5,00","5,00",False,544,2347,"0,00",MYSTERY,6,False,"80,00",7,"60,00","0,00"
2024-11-13,"5,00","5,00",False,1720,6950,"0,00",MYSTERY,7,False,"66,00",5,"45,00","0,00"
2024-11-14,"5,00","5,00",False,167,391,"0,00",PKO,6,False,"25,00",8,"25,00","0,00"
2024-11-14,"10,00","10,00",False,973,1321,"0,00",NORMAL,8,False,"83,00",5,"77,00","0,00"
2024-11-14,"10,00","10,00",False,568,1284,"0,00",MYSTERY,8,False,"125,00",5,"75,00","0,00"
2024-11-14,"5,00","5,00",False,690,812,"0,00",PKO,8,False,"100,00",2,"38,00","0,00"
2024-11-14,"5,00","5,00",False,341,674,"0,00",PKO,6,False,"100,00",5,"67,00","0,00"
2024-11-14,"5,00","5,00",False,584,1763,"0,00",MYSTERY,6,False,"100,00",3,"42,00","0,00"
2024-11-14,"5,00","5,00",False,571,1171,"0,00",NORMAL,9,False,"208,00",5,"65,00","0,00"
2024-11-15,"5,00","5,00",False,333,912,"0,00",PKO,8,False,"20,00",2,"3,00","0,00"
2024-11-16,"5,00","5,00",True,18,392,"16,89",PKO,6,False,"33,00",10,"27,00","20,00"
2024-11-16,"5,00","5,00",False,887,2312,"0,00",MYSTERY,8,False,"33,00",6,"15,00","0,00"
2024-11-16,"5,00","5,00",False,1892,6212,"0,00",PKO,6,False,"57,00",5,"31,00","0,00"
2024-11-16,"10,00","10,00",False,2121,7842,"0,00",MYSTERY,7,False,"100,00",10,"132,00","0,00"
2024-11-16,"10,00","10,00",False,580,800,"0,00",NORMAL,9,False,"200,00",5,"100,00","0,00"
2024-11-16,"10,00","10,00",False,302,942,"0,00",MYSTERY,8,False,"125,00",5,"75,00","0,00"
2024-11-16,"5,00","10,00",False,200,546,"1,97",PKO,6,False,"100,00",5,"82,00","0,00"
2024-11-16,"5,00","5,00",False,623,1058,"0,00",NORMAL,9,False,"50,00",5,"33,00","0,00"
2024-11-17,"10,00","10,00",True,24,477,"30,03",PKO,6,False,"100,00",4,"55,00","53,00"
2024-11-18,"5,00","5,00",True,263,2236,"8,64",MYSTERY,8,False,"41,00",8,"68,00","39,00"
2024-11-18,"5,00","5,00",False,421,921,"0,00",NORMAL,6,False,"31,00",10,"38,00","0,00"
2024-11-18,"1,50","1,50",True,1,23,"0,00",SAT,8,True,"33,00",5,"15,00","19,00"
2024-11-18,"2,00","2,00",False,39,113,"0,00",SAT,8,False,"33,00",5,"15,00","0,00"
2024-11-18,"2,00","2,00",False,56,68,"0,00",SAT,6,False,"33,00",5,"20,00","0,00"
2024-11-18,"30,00","0,00",False,283,412,"0,00",NORMAL,9,False,"200,00",8,"160,00","0,00"
2024-11-18,"5,00","5,00",False,654,1023,"0,00",MYSTERY,8,False,"33,00",6,"43,00","0,00"
2024-11-18,"5,00","5,00",False,1921,4321,"0,00",PKO,6,False,"100,00",6,"90,00","0,00"
2024-11-18,"10,00","10,00",False,240,798,"0,00",NORMAL,6,False,"100,00",5,"80,00","0,00"
2024-11-18,"10,00","10,00",True,195,1823,"20,97",NORMAL,6,False,"100,00",5,"83,00","15,00"
2024-11-19,"5,00","5,00",True,45,938,"20,61",NORMAL,6,False,"35,00",10,"47,00","43,00"
2024-11-19,"5,00","5,00",False,763,2964,"0,00",MYSTERY,8,False,"50,00",8,"75,00","0,00"
2024-11-19,"10,00","10,00",False,1960,3754,"0,00",PKO,6,False,"200,00",10,"185,00","0,00"
2024-11-19,"5,00","5,00",False,691,2769,"0,00",MYSTERY,6,False,"50,00",7,"31,00","0,00"
2024-11-19,"10,00","10,00",False,864,1021,"0,00",PKO,6,False,"100,00",8,"117,00","0,00"
2024-11-19,"5,00","5,00",False,624,1977,"0,00",MYSTERY,6,False,"80,00",3,"23,00","0,00"
2024-11-19,"5,00","5,00",True,78,509,"6,80",PKO,6,False,"40,00",5,"37,00","6,00"
2024-11-20,"5,00","5,00",True,56,984,"19,64",NORMAL,9,False,"40,00",5,"23,00","6,00"
2024-11-20,"10,00","10,00",False,590,2426,"0,00",NORMAL,9,False,"31,00",8,"48,00","0,00"
2024-11-20,"5,00","5,00",True,68,493,"5,53",PKO,6,False,"100,00",5,"75,00","11,00"
2024-11-20,"5,00","5,00",False,438,981,"0,00",NORMAL,9,False,"41,00",5,"32,00","0,00"
2024-11-21,"5,00","5,00",True,192,1879,"7,52",MYSTERY,6,False,"100,00",3,"36,00","5,00"
2024-11-21,"5,00","5,00",False,203,717,"2,82",PKO,6,False,"66,00",5,"47,00","0,00"
2024-11-22,"3,00","3,00",True,7,196,"18,66",PKO,9,True,"100,00",8,"57,00","29,00"
2024-11-22,"5,00","5,00",False,480,1321,"0,00",PKO,8,False,"100,00",2,"31,00","0,00"
2024-11-22,"2,00","2,00",False,90,502,"0,00",MYSTERY,6,False,"100,00",3,"39,00","0,00"
2024-11-24,"5,00","5,00",False,673,1220,"0,00",PKO,9,False,"125,00",10,"112,00","0,00"
2024-11-24,"1,00","1,00",False,26,112,"0,00",SAT,8,False,"33,00",5,"20,00","0,00"
2024-11-24,"1,25","1,25",True,1,48,"0,00",SAT,8,True,"33,00",5,"20,00","0,00"
2024-11-24,"1,00","1,00",False,66,112,"0,00",SAT,8,False,"50,00",5,"21,00","0,00"
2024-11-24,"5,00","5,00",False,22,108,"0,00",SAT,8,False,"100,00",5,"25,00","0,00"
2024-11-24,"2,00","2,00",False,89,149,"0,00",SAT,8,False,"100,00",5,"30,00","0,00"
2024-11-24,"25,00","0,00",False,1980,2932,"0,00",PKO,8,False,"200,00",10,"185,00","0,00"
2024-11-24,"5,00","5,00",False,672,1432,"0,00",MYSTERY,8,False,"100,00",10,"105,00","0,00"
2024-11-24,"1,00","1,00",False,68,107,"0,00",SAT,8,False,"33,00",5,"20,00","0,00"
2024-11-24,"2,00","2,00",False,73,89,"0,00",SAT,8,False,"33,00",5,"20,00","0,00"
2024-11-24,"5,00","5,00",False,783,1211,"0,00",MYSTERY,6,False,"80,00",7,"61,00","0,00"
2024-11-24,"5,00","5,00",False,643,1921,"0,00",NORMAL,6,False,"80,00",8,"84,00","0,00"
2024-11-24,"4,00","4,00",False,67,192,"0,00",SAT,8,False,"16,00",5,"12,00","0,00"
2024-11-24,"5,00","5,00",True,434,2688,"8,05",MYSTERY,8,False,"125,00",8,"120,00","7,00"
2024-11-24,"5,00","5,00",False,2121,4345,"0,00",PKO,6,False,"100,00",6,"102,00","0,00"
2024-11-24,"5,00","5,00",True,33,1392,"42,47",MYSTERY,8,False,"80,00",6,"52,00","15,00"
2024-11-24,"10,00","10,00",True,60,5886,"60,24",PKO,7,False,"125,00",10,"148,00","82,00"
2024-11-26,"5,00","5,00",False,1186,2012,"0,00",MYSTERY,6,False,"100,00",7,"77,00","0,00"
2024-11-26,"10,00","10,00",False,2211,4875,"0,00",MYSTERY,8,False,"100,00",8,"124,00","0,00"
2024-11-26,"5,00","5,00",False,155,342,"0,00",NORMAL,6,False,"100,00",8,"110,00","0,00"
2024-11-26,"10,00","10,00",False,134,666,"13,51",PKO,6,False,"100,00",8,"123,00","0,00"
2024-11-26,"5,00","5,00",False,566,2112,"0,00",MYSTERY,8,False,"71,00",8,"97,00","0,00"
2024-11-27,"5,00","5,00",False,480,1221,"0,00",MYSTERY,6,False,"31,00",8,"41,00","0,00"
2024-11-27,"5,00","5,00",False,130,220,"0,00",PKO,9,False,"100,00",5,"40,00","0,00"
2024-11-27,"5,00","5,00",False,409,1247,"0,00",PKO,6,False,"100,00",5,"60,00","0,00"
2024-11-27,"5,00","5,00",False,75,310,"0,00",NORMAL,6,False,"50,00",5,"43,00","0,00"
2024-11-28,"5,00","5,00",False,288,492,"0,00",NORMAL,6,False,"24,00",5,"28,00","0,00"
2024-11-28,"5,00","5,00",False,129,211,"0,00",PKO,6,False,"100,00",5,"42,00","0,00"
2024-11-28,"5,00","5,00",True,116,930,"7,50",MYSTERY,6,False,"35,00",3,"9,00","0,00"
2024-12-04,"10,00","10,00",False,459,1960,"0,00",PKO,6,False,"100,00",3,"15,00","0,00"
2024-12-04,"5,00","5,00",False,34,231,"0,00",NORMAL,7,False,"8,00",2,"5,00","0,00"
2024-12-04,"5,00","5,00",True,48,759,"9,04",MYSTERY,6,False,"40,00",7,"31,00","26,00"
2024-12-04,"5,00","5,00",False,743,1943,"0,00",PKO,8,False,"100,00",2,"30,00","0,00"
2024-12-04,"3,00","3,00",False,72,92,"0,00",PKO,9,False,"100,00",8,"55,00","0,00"
2024-12-04,"5,00","5,00",False,55,199,"0,00",NORMAL,6,False,"35,00",10,"52,00","0,00"
2024-12-05,"5,00","5,00",False,1209,1675,"0,00",PKO,6,False,"100,00",5,"61,00","0,00"
2024-12-05,"5,00","10,00",True,92,1228,"13,18",MYSTERY,8,False,"70,00",8,"91,00","16,00"
2024-12-05,"10,00","10,00",True,72,599,"16,85",PKO,6,False,"100,00",5,"51,00","8,00"
2024-12-05,"10,00","10,00",False,1092,2312,"0,00",NORMAL,6,False,"16,00",7,"24,00","0,00"
2024-12-05,"5,00","5,00",False,732,4122,"0,00",PKO,8,False,"64,00",6,"61,00","0,00"
2024-12-05,"5,00","5,00",True,149,2308,"8,74",MYSTERY,6,False,"57,00",3,"16,00","7,00"
2024-12-05,"5,00","5,00",False,392,881,"0,00",NORMAL,9,False,"166,00",5,"60,00","0,00"
2024-12-06,"10,00","10,00",False,642,722,"2,25",PKO,6,False,"66,00",2,"15,00","0,00"
2024-12-06,"10,00","10,00",False,382,692,"0,00",PKO,6,False,"65,00",5,"30,00","0,00"
2024-12-06,"10,00","10,00",True,2,727,"554,77",MYSTERY,6,True,"25,00",4,"3,00","71,00"
2024-12-06,"10,00","10,00",True,64,985,"21,15",MYSTERY,8,False,"31,00",8,"44,00","23,00"
2024-12-06,"5,00","5,00",False,2121,4032,"0,00",MYSTERY,9,False,"83,00",8,"96,00","0,00"
2024-12-06,"10,00","10,00",False,174,1089,"0,00",NORMAL,6,False,"40,00",8,"41,00","0,00"
2024-12-06,"10,00","10,00",True,31,1431,"50,17",NORMAL,6,False,"200,00",8,"140,00","7,00"
2024-12-06,"5,00","5,00",True,137,1260,"7,51",MYSTERY,8,False,"100,00",6,"90,00","3,00"
2024-12-06,"5,00","10,00",False,774,2943,"1,69",PKO,8,False,"100,00",8,"126,00","0,00"
2024-12-09,"5,00","5,00",False,1090,2111,"0,00",MYSTERY,9,False,"62,00",8,"74,00","0,00"
2024-12-09,"10,00","10,00",False,1601,5432,"2,25",PKO,8,False,"100,00",8,"154,00","0,00"
2024-12-09,"5,00","5,00",False,1021,2454,"0,00",MYSTERY,6,False,"100,00",7,"82,00","0,00"
2024-12-09,"10,00","20,00",False,2012,4322,"0,00",NORMAL,6,False,"125,00",10,"121,00","0,00"
2024-12-09,"5,00","5,00",False,556,1238,"0,00",MYSTERY,8,False,"100,00",6,"60,00","0,00"
2024-12-09,"5,00","10,00",False,765,2111,"0,00",MYSTERY,8,False,"125,00",8,"120,00","0,00"
2024-12-09,"10,00","10,00",False,670,933,"0,00",PKO,6,False,"45,00",5,"38,00","0,00"
2024-12-09,"5,00","5,00",False,713,1114,"0,00",NORMAL,9,False,"166,00",5,"90,00","0,00"
2024-12-10,"10,00","10,00",False,321,1032,"0,00",MYSTERY,6,False,"100,00",4,"62,00","0,00"
2024-12-10,"5,00","5,00",False,132,342,"0,00",NORMAL,6,False,"28,00",10,"21,00","0,00"
2024-12-10,"10,00","10,00",False,256,1021,"0,00",MYSTERY,8,False,"71,00",8,"90,00","0,00"
2024-12-10,"5,00","5,00",False,290,738,"0,00",NORMAL,6,False,"100,00",5,"60,00","0,00"
2024-12-10,"5,00","5,00",True,201,1391,"8,02",MYSTERY,8,False,"20,00",8,"16,00","6,00"
2024-12-10,"10,00","10,00",False,645,2921,"2,25",PKO,8,False,"100,00",6,"80,00","0,00"
2024-12-11,"5,00","5,00",False,349,680,"0,00",NORMAL,6,False,"35,00",10,"45,00","0,00"
2024-12-11,"5,00","5,00",False,564,1076,"0,00",MYSTERY,8,False,"50,00",8,"75,00","0,00"
2024-12-11,"5,00","10,00",True,175,4439,"26,19",MYSTERY,9,False,"208,00",8,"145,00","60,00"
2024-12-11,"5,00","5,00",True,137,2814,"10,17",MYSTERY,6,False,"100,00",7,"92,00","40,00"
2024-12-11,"5,00","5,00",False,191,284,"3,39",PKO,8,False,"100,00",8,"105,00","0,00"
2024-12-11,"5,00","5,00",True,86,2186,"220,47",MYSTERY,6,False,"28,00",3,"5,00","31,00"
2024-12-11,"5,00","5,00",False,526,882,"0,00",NORMAL,9,False,"100,00",5,"57,00","0,00"
2024-12-12,"5,00","5,00",False,432,933,"0,00",NORMAL,6,False,"125,00",10,"120,00","0,00"
2024-12-12,"5,00","5,00",False,876,1543,"0,00",MYSTERY,8,False,"41,00",8,"61,00","0,00"
2024-12-12,"5,00","5,00",False,654,2076,"0,00",MYSTERY,6,False,"100,00",7,"70,00","0,00"
2024-12-12,"5,00","5,00",False,444,876,"0,00",PKO,6,False,"100,00",6,"74,00","0,00"
2024-12-12,"5,00","5,00",False,395,1126,"0,00",MYSTERY,8,False,"100,00",6,"65,00","0,00"
2024-12-12,"10,00","10,00",False,171,915,"13,51",PKO,8,False,"100,00",7,"95,00","0,00"
2024-12-12,"5,00","10,00",False,994,2321,"0,00",NORMAL,6,False,"83,00",7,"91,00","0,00"
2024-12-12,"5,00","5,00",False,530,1492,"0,00",MYSTERY,8,False,"100,00",8,"112,00","0,00"
2024-12-12,"10,00","20,00",False,495,1121,"0,00",NORMAL,9,False,"200,00",10,"125,00","0,00"
2024-12-12,"5,00","10,00",False,583,2719,"1,13",PKO,8,False,"208,00",6,"75,00","0,00"
2024-12-12,"10,00","10,00",False,286,945,"0,00",MYSTERY,8,False,"46,00",5,"52,00","0,00"
2024-12-12,"5,00","5,00",False,1112,2343,"0,00",MYSTERY,6,False,"100,00",3,"39,00","0,00"
2024-12-13,"5,00","5,00",False,483,767,"0,00",NORMAL,9,False,"35,00",5,"19,00","0,00"
2024-12-13,"5,00","5,00",True,49,1044,"17,10",PKO,8,False,"64,00",2,"20,00","20,00"
2024-12-13,"10,00","10,00",False,235,654,"0,00",MYSTERY,6,False,"80,00",8,"75,00","0,00"
2024-12-13,"10,00","10,00",False,129,288,"0,00",MYSTERY,6,False,"83,00",8,"100,00","0,00"
2024-12-13,"5,00","5,00",True,90,959,"7,54",MYSTERY,6,False,"100,00",7,"94,00","11,00"
2024-12-13,"5,00","5,00",True,12,650,"57,22",MYSTERY,8,False,"62,00",8,"82,00","23,00"
2024-12-16,"5,00","10,00",False,321,556,"0,00",MYSTERY,6,False,"33,00",3,"15,00","0,00"
2024-12-16,"5,00","5,00",False,61,217,"1,13",PKO,6,False,"100,00",5,"40,00","0,00"
2024-12-16,"5,00","5,00",False,182,377,"0,00",NORMAL,6,False,"23,00",5,"23,00","0,00"
2024-12-16,"5,00","5,00",False,655,1432,"0,00",MYSTERY,8,False,"25,00",8,"38,00","0,00"
2024-12-16,"5,00","10,00",False,321,500,"0,00",NORMAL,6,False,"83,00",10,"98,00","0,00"
2024-12-16,"5,00","5,00",False,1096,1954,"0,00",PKO,6,False,"67,00",6,"52,00","0,00"
2024-12-16,"5,00","10,00",False,290,948,"0,00",MYSTERY,6,False,"40,00",7,"36,00","0,00"
2024-12-16,"10,00","10,00",False,432,765,"0,00",PKO,6,False,"50,00",8,"57,00","0,00"
